姓名,关系,条目人数,性别,年龄,出生地,学历,毕业院校,公司名称,公司总部地,所在行业,排名,排名变化,财富值_人民币/亿元,财富值变化
袁志敏,夫妇,2,先生,63,中国-四川,硕士,北京理工,金发科技,广东广州,化工塑料,410,17,125,-7%
熊海涛,夫妇,2,女士,60,,,,金发科技,广东广州,化工塑料,410,17,125,-7%
张洪本,未知,1,先生,78,中国-台湾,,,日月光,台湾高雄,工业品、房地产,410,225,125,32%
赵立新,家族,1,先生,58,,,,格科微,上海,CMOS图像传感器,410,-85,125,-26%
龚俊龙,家族,1,先生,65,中国-广东-汕尾,,,恒裕,广东深圳,房地产、投资,433,-6,120,-11%
黄江吉,未知,1,先生,未知,,,,小米,北京,智能硬件与技术,433,371,120,52%
黄毅,未知,1,先生,61,,本科,厦大,中升控股,辽宁大连,汽车销售,433,-180,120,-43%
金惠明,家族,1,先生,71,中国-上海,,,大华,上海宝山,房地产,433,59,120,0%
赖建法,未知,1,先生,55,,,,中通,上海青浦,快递,433,22,120,-8%
黎万强,未知,1,先生,47,中国-广东,本科,西安工程大学,小米,北京,智能硬件与技术,433,371,120,52%
李贵山,未知,1,先生,未知,,,,老干妈,贵州贵阳,食品,433,88,120,4%
刘锋,夫妇,2,先生,54,中国-山东,本科,,永锋,山东济南,钢铁,433,38,120,-4%
林旭燕,夫妇,2,女士,未知,,,,永锋,山东济南,钢铁,433,38,120,-4%
陆地,未知,1,先生,未知,,,,大疆,广东深圳,无人机,433,-108,120,-29%
孟庆山,家族,1,先生,76,中国-河北,,,梅花,河北廊坊,食用调味品,433,103,120,9%
瞿芳,未知,1,未知,未知,,本科,北京外国语大学,小红书,上海,生活服务平台、电商,433,New,120,NEW
王瀚,未知,1,先生,37,,本科,英国伦敦大学,均瑶,上海徐汇,房地产、航空、零售,433,-56,120,-20%
王林祥,未知,1,先生,73,中国-内蒙古-包头,,,鄂尔多斯,内蒙古鄂尔多斯,羊绒、煤电、冶金、房地产,433,38,120,-4%
温鹏程,家族,1,先生,62,中国-广东-云浮,,,温氏食品,广东云浮,家禽养殖畜牧,433,88,120,4%
徐金富,未知,1,先生,60,中国-广东-广州,本科,浙大,天赐材料,广东广州,化学原料制品,433,-221,120,-51%
徐宇,未知,1,先生,52,中国-广东-广州,硕士,长江,赫基国际,广东广州,服装,433,-56,120,-20%
徐振华,未知,1,先生,45,中国-上海,,,沐瞳科技,上海,游戏,433,59,120,0%
杨雪岗,家族,1,先生,59,中国-河北-邢台,硕士,河北水利电力学院、河北工业大学,旭阳,北京,煤炭、化工,433,-27,120,-14%
叶国一,家族,1,先生,83,中国-台湾,,,英业达,台湾台北,电脑产品,433,-6,120,-11%
周耀庭,家族,1,先生,81,中国-江苏-无锡,,,红豆,江苏无锡,服装、橡胶轮胎、房地产,433,-6,120,-11%
祝文宇,家族,1,未知,未知,,本科,逢甲大学,爱山林,台湾台北,房地产,433,New,120,NEW
陈琼香,未知,1,先生,未知,,,,宁德时代,福建宁德,锂电池,454,-66,115,-21%
方洪波,未知,1,先生,57,中国-安徽-安庆,,,美的,广东佛山,家电制造,454,111,115,10%
洪杰,未知,1,先生,57,,,,三棵树,福建莆田,涂料,454,-275,115,-59%
胡荣达,父子,2,先生,65,中国-浙江,,,三美化工,浙江金华,化工,454,17,115,-8%
胡淇翔,父子,2,先生,36,,,,三美化工,浙江金华,化工,454,17,115,-8%
黄联禧,夫妇,2,先生,61,中国-广东-佛山,,,联塑,广东佛山,建材家居,454,-48,115,-18%
左笑萍,夫妇,2,女士,51,,,,联塑,广东佛山,建材家居,454,-48,115,-18%
黄山,未知,1,先生,54,中国-湖北-武汉,,,财富趋势,广东深圳,金融软件,454,-48,115,-18%
黄世再,家族,1,先生,73,中国-广东-揭阳,,,大中华地产,广东深圳,房地产,454,-27,115,-15%
姜银台,家族,1,先生,74,,硕士,,岱美股份,上海浦东,汽车内饰,454,-129,115,-32%
赖建平,未知,1,先生,未知,,,,海天味业,广东佛山,调味品,454,38,115,-4%
吕义雄,未知,1,先生,47,中国-广东-汕头,,,上美,上海,化妆品,454,407,115,58%
马秀慧,家族,1,先生,53,,本科,,欧普照明,上海闵行,节能灯,454,-84,115,-26%
齐向东,未知,1,先生,59,,本科,吉大,奇安信,北京,网络安全,454,-129,115,-32%
邱文生,未知,1,先生,未知,,,,华勤技术,上海浦东,消费电子,454,17,115,-8%
任道德,未知,1,先生,64,,,,泰康,北京,保险,454,111,115,10%
吴映明,未知,1,先生,57,,本科,东北工学院,宁德时代,福建宁德,锂电池,454,-66,115,-21%
俞熔,未知,1,先生,53,,博士,上交大、上财、中医科学院,美年健康,上海静安,医疗服务,454,1,115,-12%
袁江涛,未知,1,先生,未知,,,,嘉立创,广东深圳,半导体,454,-152,115,-36%
曾万辉,夫妇,2,先生,56,中国-湖南,,,景嘉微,湖南长沙,电子器件制造,471,-65,110,-21%
喻丽丽,夫妇,2,女士,54,中国-湖北-武汉,,,景嘉微,湖南长沙,电子器件制造,471,-65,110,-21%
何著胜,家族,1,先生,77,中国-辽宁,,,后英,辽宁鞍山,耐火材料、钢铁、矿业,471,65,110,0%
贺正刚,未知,1,先生,70,,,,和邦股份,四川乐山,矿产、化工,471,-83,110,-24%
胡兴荣,未知,1,先生,43,中国-浙江-温州,硕士,中央党校在读,多弗,北京,贸易、房地产,471,-65,110,-21%
李力,未知,1,先生,59,中国-湖南-长沙,,湖南大学,爱尔眼科,湖南长沙,医疗服务,471,-191,110,-42%
李明,夫妇,2,先生,56,中国-甘肃-陇南,,,亚特,甘肃陇南,投资、有色金属,471,-16,110,-15%
杜楠,夫妇,2,女士,56,中国-甘肃-陇南,,,亚特,甘肃陇南,投资、有色金属,471,-16,110,-15%
刘洪林,未知,1,先生,73,中国-江苏-无锡,,,三木,江苏无锡,化工、铜加工、电线电缆,471,65,110,0%
梅志明,未知,1,先生,52,,,,普洛斯,上海浦东,物流地产、投资,471,21,110,-8%
汪顾亦珍,家族,1,先生,107,中国-香港,,,德昌电机,香港,工业产品,471,94,110,5%
王剑峰,家族,1,先生,54,,硕士,,均胜投资,浙江宁波,汽车零部件制造,471,-65,110,-21%
王文默,未知,1,先生,68,中国-福建,,,安踏,福建厦门,体育用品,471,0,110,-12%
吴尚志,未知,1,先生,74,中国-北京,博士,麻省理工,鼎晖,北京,投资,471,114,110,10%
项光明,夫妇,2,先生,61,中国-浙江-温州,,,伟明环保,浙江温州,垃圾发电,471,94,110,5%
王素勤,夫妇,2,女士,59,,,,伟明环保,浙江温州,垃圾发电,471,94,110,5%
许晨晔,未知,1,先生,53,,硕士,深圳、南大,腾讯,广东深圳,互联网服务,471,94,110,5%
许英灼,未知,1,先生,59,中国-广东-潮州,本科,悉尼大学,海大,广东广州,饲料,471,-16,110,-15%
严健军,未知,1,先生,59,中国-浙江-宁波,本科,上海工程技术,致达,上海静安,信息、金融、投资,471,21,110,-8%
姚奎章,未知,1,先生,59,,,,养元饮品,河北衡水,饮料,471,0,110,-12%
郁国祥,未知,1,先生,54,,,,乐游科技,上海,投资,471,21,110,-8%
张宁,未知,1,女士,50,,硕士,北京工商大学、英国华威大学,彤程新材,上海浦东,化工原料,471,21,110,-8%
章小华,未知,1,先生,56,,,,红狮控股,浙江金华,水泥,471,94,110,5%
赵绪龙,夫妇,2,未知,未知,中国-浙江-杭州,,,迈富时,上海静安,SaaS解决方案,471,New,110,NEW
朱水纳,夫妇,2,未知,未知,中国-广东-佛山,,,迈富时,上海静安,SaaS解决方案,471,New,110,NEW
郑春颖,未知,1,先生,未知,中国-辽宁-辽阳,,,伽蓝,上海,化妆品,471,21,110,-8%
周宗文,家族,1,先生,67,,,,周大生,广东深圳,珠宝,471,-83,110,-24%
蔡镇球,家族,1,先生,59,中国-台湾-台北,,,霖园,台湾台北,金融服务,494,261,105,31%
昌敬,未知,1,先生,42,,,,石头科技,北京,智能机器人,494,138,105,8%
陈先保,家族,1,先生,65,中国-安徽-合肥,本科,江南,华泰,安徽合肥,农副食品加工业,494,-2,105,-13%
成正辉,未知,1,先生,60,中国-广东-深圳,,,惠泰医疗,广东深圳,医疗器械,494,261,105,31%
董才平,未知,1,先生,61,中国-江苏-常州,硕士,中央党校,中天钢铁,江苏常州,钢铁、投资,494,42,105,-5%
甘忠如,未知,1,先生,76,,,,甘李药业,北京,生物制药,494,172,105,12%
何旗,未知,1,先生,42,,本科,,均和,上海浦东,钢铁贸易,494,42,105,-5%
黄巧灵,家族,1,先生,66,中国-浙江,,,宋城,浙江杭州,旅游、房地产,494,-117,105,-30%
柯尊洪,家族,1,先生,70,中国-四川-雅安,本科,华西医,康弘药业,四川成都,制药,494,212,105,24%
陆昂,未知,1,女士,61,,硕士,武汉大学,嘉德,北京,投资、拍卖,494,91,105,5%
罗智先,夫妇,2,先生,68,中国-台湾-台南,,,统一,台湾台南,食品和饮料,494,141,105,11%
高秀玲,夫妇,2,女士,未知,中国-台湾-台南,,,统一,台湾台南,食品和饮料,494,141,105,11%
蒲忠杰,夫妇,2,先生,61,,博士,西交大,乐普,北京,医疗设备,494,-88,105,-25%
张月娥,夫妇,2,女士,61,,硕士,西交大、西安理工+美國佛羅里達國際,乐普,北京,医疗设备,494,-88,105,-25%
王明旺,夫妇,2,先生,57,中国-广东-茂名,硕士,,欣旺达,广东深圳,电子部件,494,91,105,5%
蔡帝娥,夫妇,2,女士,未知,,,,欣旺达,广东深圳,电子部件,494,91,105,5%
王维,未知,1,先生,43,中国-上海,,,行云集团,广东深圳,企业服务,494,71,105,0%
王雪红,夫妇,2,先生,66,中国-台湾-新北,,,宏达,台湾桃园,半导体,494,141,105,11%
陈文琦,夫妇,2,女士,69,中国-台湾,,,宏达,台湾桃园,半导体,494,141,105,11%
许连捷,未知,1,先生,71,中国-福建-泉州,,,恒安,福建泉州,个人护理用品,494,42,105,-5%
薛向东,家族,1,先生,65,中国-山东-泰安,本科,湖南,东华软件,北京,软件与信息服务,494,-39,105,-19%
叶小平,未知,1,先生,61,中国-浙江-嘉兴,博士,牛津,泰格医药,浙江杭州,医药,494,-39,105,-19%
余凯,未知,1,先生,未知,,博士,南大、慕尼黑,地平线,北京,智能芯片,494,New,105,NEW
袁仲雪,父子,2,先生,69,,,,赛轮轮胎,山东青岛,轮胎,494,91,105,5%
袁嵩,父子,2,先生,43,,,,赛轮轮胎,山东青岛,轮胎,494,91,105,5%
张邦鑫,未知,1,先生,44,中国-江苏,硕士,川大、北大,好未来,北京,教育,494,136,105,7%
张传卫,家族,1,先生,62,中国-河南-信阳,,,明阳智能,广东中山,新能源,494,-39,105,-19%
张毓强,家族,1,先生,69,中国-浙江-嘉兴,硕士,浙江工业,振石控股,浙江嘉兴,房地产、矿产,494,-39,105,-19%
陈康平,未知,1,先生,51,,,,晶科能源,江西上饶,太阳能,517,-46,100,-20%
程维,未知,1,先生,41,中国-江西-上饶,本科,北京化工,滴滴出行,北京,生活服务平台,517,423,100,54%
邓耀,家族,1,先生,90,中国-香港,,,百丽,香港,服装与配饰,517,68,100,0%
段永平,未知,1,先生,63,中国-江西-南昌,硕士,浙大、人大,步步高,美国,投资,517,152,100,11%
顾伟,未知,1,先生,59,中国-江西-南昌,硕士,长江,兆驰股份,广东深圳,消费电子产品,517,48,100,-5%
胡应湘,未知,1,先生,89,中国-香港,,,合和实业,香港,房地产、建筑工程,517,68,100,0%
黄宏生,家族,1,先生,68,中国-海南-临高,本科,华南理工,创维,广东深圳,家用电器,517,68,100,0%
李国宝,家族,1,先生,85,伦敦,,,东亚银行,香港,银行业,517,68,100,0%
李家权,家族,1,先生,61,中国-四川,,,龙蟒,四川成都,钛白粉、磷化工,517,68,100,0%
李建全,未知,1,先生,67,,,,稳健医疗,广东深圳,医疗用品,517,-140,100,-33%
李金阳,未知,1,女士,未知,,,,赤峰黄金,内蒙古赤峰,金矿,517,118,100,5%
李宁,未知,1,先生,61,中国-广西-来宾,硕士,北大、北大,李宁,北京,体育用品、投资,517,-25,100,-17%
李仲初,家族,1,先生,61,中国-湖南-娄底,硕士,武大、航天二院,石基,北京,软件与信息服务,517,-280,100,-55%
励民,未知,1,先生,59,,,,瑞芯微,福建福州,集成电路,517,-25,100,-17%
林定强,家族,1,先生,58,中国-福建-福州,,,金辉,北京,房地产,517,-90,100,-26%
刘方毅,未知,1,先生,54,,,,英科医疗,山东淄博,医疗器械,517,189,100,18%
秦龙,未知,1,先生,59,,,,森麒麟,山东青岛,轮胎,517,152,100,11%
饶微,家族,1,先生,60,,,,新产业,广东深圳,医疗器械,517,118,100,5%
邵根伙,未知,1,先生,59,中国-浙江-金华,博士,浙大、中国农业,大北农,北京,饲料、种业,517,-46,100,-20%
施文博,未知,1,先生,74,中国-福建-泉州,,,恒安,福建泉州,个人护理用品,517,48,100,-5%
孙孟全,家族,1,先生,74,,,,鲁花,山东烟台,食用油,517,-90,100,-26%
唐修国,未知,1,先生,61,中国-湖南,本科,中南,三一,北京,重型机械,517,-46,100,-20%
田明,未知,1,先生,71,中国-安徽,,,美亚光电,安徽合肥,专用设备制造业,517,-147,100,-35%
万隆,夫妇,2,先生,84,中国-河南-漯河,,,双汇,河南郑州,食品,517,234,100,23%
王梅香,夫妇,2,女士,未知,,,,双汇,河南郑州,食品,517,234,100,23%
汪林朋,未知,1,先生,55,中国-湖北-黄冈,硕士,北京工商大学、北大,居然之家,北京,家居建材,517,-90,100,-26%
吴东进,家族,1,先生,79,中国-台湾-台北,,,新光,台湾台北,金融、医院,517,118,100,5%
谢嘉,未知,1,先生,未知,,,,大疆,广东深圳,无人机,517,-129,100,-31%
杨冰,未知,1,先生,39,中国-江西-,,,得物,上海,电商,517,68,100,0%
应书岭,未知,1,先生,43,中国-上海,本科,华东师大,英雄互娱,北京,电竞游戏,517,113,100,2%
张恭运,未知,1,先生,61,,本科,,豪迈科技,山东潍坊,机械制造,517,189,100,18%
张克强,未知,1,先生,64,中国-广东,硕士,澳大利亚梅铎,华美国际,广东广州,投资、房地产,517,19,100,-9%
张立国,未知,1,先生,60,,,,敷尔佳,黑龙江哈尔滨,护肤品,517,-215,100,-44%
张永平,未知,1,先生,63,,,,秀水街,北京,房地产,517,19,100,-9%
周剑,未知,1,先生,48,中国-上海,,,优必选,广东深圳,机器人,517,152,100,11%
陈得福,家族,1,先生,76,中国-台湾-嘉义,,,仙妮雷德,美国洛杉矶,医疗保健,551,84,95,0%
范秀莲,母女,2,先生,61,中国-辽宁-沈阳,硕士,华南工、长江商学院,海思科,西藏山南,医药,551,345,95,36%
杨飞,母女,2,女士,未知,,,,海思科,西藏山南,医药,551,345,95,36%
何涛,未知,1,先生,44,,,,圆心科技,北京,互联网医院,551,14,95,-10%
焦震,未知,1,先生,58,,硕士,山东、航空航天工业部第二研究院（山东大学）,鼎晖,北京,投资,551,118,95,6%
金磊,夫妇,2,先生,70,,,,佰仁医疗,北京,医疗器械,551,-59,95,-21%
李凤玲,夫妇,2,先生,67,,,,佰仁医疗,北京,医疗器械,551,-59,95,-21%
李晓明,家族,1,先生,66,,硕士,Universit of Massachusetts、Universit of Massachusetts,恩捷股份,云南玉溪,包装盒生产,551,-249,95,-47%
梁丰,夫妇,2,先生,56,,硕士,,璞泰来,上海浦东,锂电池材料,551,-352,95,-63%
邵晓梅,夫妇,2,女士,未知,,,,璞泰来,上海浦东,锂电池材料,551,-352,95,-63%
林来嵘,夫妇,2,先生,56,中国-内蒙古-巴彦淖尔市,,,众兴,天津,矿业,551,-59,95,-21%
安素梅,夫妇,2,女士,59,,,,众兴,天津,矿业,551,-59,95,-21%
罗秋平,夫妇,2,先生,61,中国-湖北-荆门,,,蓝月亮,广东广州,日化用品,551,-226,95,-44%
潘东,夫妇,2,女士,59,,,,蓝月亮,广东广州,日化用品,551,-226,95,-44%
彭永鹤,未知,1,先生,55,,,,新瑞鹏,广东深圳,宠物医院,551,84,95,0%
乔志涌,家族,1,先生,60,中国-四川,,,侨源股份,四川成都,液态气体,551,155,95,12%
荣智健,未知,1,先生,82,中国-上海,本科,天大,中信泰富,香港,投资、房地产,551,84,95,0%
